"plugin","sites","pct"
"FileOrganizer Pro","14","0.45"
"AIOSEO - Local Business","14","0.45"
"Conditionally display featured image on singular pages and posts","14","0.45"
"WpStream - Live Streaming, Video on Demand, Pay Per View","14","0.45"
"Modula","14","0.45"
"Disable Comments RB","14","0.45"
"Add From Server","14","0.45"
"MailPoet Premium","14","0.45"
"ACF Content Analysis for Yoast SEO","14","0.45"
"Super Socializer","14","0.45"
"WPS Visitor Counter Plugin","14","0.45"
"Widget for Social Page Feeds","14","0.45"
"Penci Portfolio","14","0.45"
"Image Widget","14","0.45"
"Firelight Lightbox","14","0.45"
"Admin Menu Editor Pro","14","0.45"
"Element Pack Lite - Addons for Elementor","14","0.45"
"Schema Pro","14","0.45"
"Yoast SEO: Video","14","0.45"
"Shortcode in Menus","14","0.45"
"Search & Filter","14","0.45"
"AIOSEO - Redirects","14","0.45"
"JNews - Review","14","0.45"
"WP-Optimize Premium - Clean, Compress, Cache","14","0.45"
"JetTabs For Elementor","14","0.45"
"Cache Enabler","14","0.45"
"Postie","14","0.45"
"MonsterInsights Pro","14","0.45"
"CookieAdmin - Cookie Consent Banner","13","0.42"
"Social Feed Gallery","13","0.42"
"one.com Spam Protection","13","0.42"
"Video Conferencing with Zoom","13","0.42"
"Import and export users and customers","13","0.42"
"Advanced iFrame","13","0.42"
"podcast player","13","0.42"
"ImageMagick Engine","13","0.42"
"LearnDash LMS - Notifications","13","0.42"
"JetPopup","13","0.42"
"WooCommerce Legacy REST API","13","0.42"
"Nginx Helper","13","0.42"
"Wordpress Auto Spinner - Post Rewriter","13","0.42"
"LoginPress - Customizing the WordPress Login Screen.","13","0.42"
"Donations via PayPal","13","0.42"
"Revive Social","13","0.42"
"AIOSEO - Link Assistant","13","0.42"
"SchedulePress","13","0.42"
"reSmush.it Image Optimizer","13","0.42"
"PDF Invoices & Packing Slips for WooCommerce","13","0.42"
"Mailchimp","13","0.42"
"Ultimate Dashboard","13","0.42"
"TrustPulse API","13","0.42"
"PushEngage","13","0.42"
"GetGenie AI","13","0.42"
"MyPopUps","13","0.42"
"Powerkit","13","0.42"
"Go Live Update Urls","13","0.42"
"LearnDash Licensing & Management","13","0.42"
"LearnDash LMS - WooCommerce Integration","13","0.42"
"Real Cookie Banner (Free)","13","0.42"
"WP News and Scrolling Widgets","13","0.42"
"Monarch Plugin","13","0.42"
"FS Poster","13","0.42"
"Jeg Elementor Kit","13","0.42"
"WP Editor","13","0.42"
"MWW Scheduled Post Trigger","13","0.42"
"Really Simple CAPTCHA","13","0.42"
"Minimal Coming Soon & Maintenance Mode","13","0.42"
"GutenKit Blocks","13","0.42"
"a3 Lazy Load","13","0.42"
"Easy Digital Downloads","13","0.42"
"Simple User Avatar","13","0.42"
"Woodmart Core","13","0.42"
"JetMenu","13","0.42"
"FileBird Pro","13","0.42"
"Newsletter, SMTP, Email marketing and Subscribe forms by Brevo","13","0.42"
"PWA","13","0.42"
"AltText.ai","13","0.42"
"WP Migrate Lite","13","0.42"
"Lazy Load - Optimize Images","13","0.42"
"Title Remover","12","0.38"
"WP Job Manager","12","0.38"
"Exclusive Addons Elementor","12","0.38"
"Web Worker Offloading","12","0.38"
"Basic User Avatars","12","0.38"
"LiveJournal Importer","12","0.38"
"Astra Widgets","12","0.38"
"ElementsKit Pro","12","0.38"
"WP Extra File Types","12","0.38"
"Admin Columns","12","0.38"
"LayerSlider","12","0.38"
"LearnPress - Coming Soon Courses","12","0.38"
"BetterLinks","12","0.38"
"Nimble Page Builder","12","0.38"
"WooCommerce Payments","12","0.38"
"SureRank SEO","12","0.38"
"AccessYes Accessibility Widget for ADA, EAA & WCAG Readiness","12","0.38"
"URL Shortify","12","0.38"
"CookieAdmin Pro","12","0.38"
"Robo Gallery","12","0.38"
"Black Studio TinyMCE Widget","12","0.38"
"WPBakery Visual Composer","12","0.38"
"Advanced Popups","12","0.38"
"Html5 Video Player","12","0.38"
"Ultimate Category Excluder","12","0.38"
"Nav Menu Roles","12","0.38"
"Salient Widgets","12","0.38"
"Disable XML-RPC","12","0.38"
"Events Manager","12","0.38"
"SiteSEO","12","0.38"
"Simple WordPress Membership","12","0.38"
"SEOWriting","12","0.38"
"GreenShift - Animation and Page Builder Blocks","12","0.38"
"WP Job Openings","12","0.38"
"Kadence AI Starter Templates","12","0.38"
"Content Control","12","0.38"
"Limit Login Attempts","12","0.38"
"Media Sync","12","0.38"
"Search & Replace Everything","12","0.38"
"TI WooCommerce Wishlist","12","0.38"
"Bunyad AMP","12","0.38"
"Fixed Widget","12","0.38"
"Salient Social","12","0.38"
"WM Video Playlists","12","0.38"
"Stop User Enumeration","12","0.38"
"Matomo Analytics - Ethical Stats. Powerful Insights.","12","0.38"
"Simple Cloudflare Turnstile","12","0.38"
"Smooth Back To Top Button","12","0.38"
"AIOSEO - REST API","12","0.38"
"Disable & Remove Google Fonts","12","0.38"
"Adminimize","12","0.38"
"My Sticky Bar","12","0.38"
"Simply Schedule Appointments","12","0.38"
"LearnPress - Prerequisites Courses","12","0.38"
"WooCommerce Multilingual & Multicurrency","12","0.38"
"LearnDash LMS - Course Grid","12","0.38"
"Orbit Fox Companion","12","0.38"
"Auto Featured Image (Auto Post Thumbnail)","12","0.38"
"Directorist - Business Directory Plugin","12","0.38"
"The Events Calendar Pro","12","0.38"
"Connect Polylang for Elementor","12","0.38"
"Hide My WP Ghost","12","0.38"
"Salient Core","12","0.38"
"Salient WPBakery Page Builder","12","0.38"
"WP Force SSL","12","0.38"
"WPS Limit Login","11","0.35"
"LearnDash LMS - Certificate Builder","11","0.35"
"AIOSEO - Video Sitemap","11","0.35"
"Self-Hosted Google Fonts","11","0.35"
"Ele Custom Skin","11","0.35"
"Themeinwp Import Companion","11","0.35"
"Asgaros Forum","11","0.35"
"Reveal IDs","11","0.35"
"Image Watermark","11","0.35"
"one.com Maintenance Mode","11","0.35"
"Thim Portfolio","11","0.35"
"Bunyad Widget for Instagram","11","0.35"
"Colorlib Login Customizer","11","0.35"
"YOP Poll","11","0.35"
"InfiniteWP - Client","11","0.35"
"Velvet Blues Update URLs","11","0.35"
"Advanced CF7 DB","11","0.35"
"Elementor Addon Elements","11","0.35"
"Search Exclude","11","0.35"
"Nested Pages","11","0.35"
"SimpLy Gallery Block & Lightbox","11","0.35"
"JNews - Like","11","0.35"
"Easy Watermark","11","0.35"
"BuddyBoss Platform","11","0.35"
"Quick Featured Images","11","0.35"
"WP Encryption - One Click SSL & Force HTTPS","11","0.35"
"Voice Widgets","11","0.35"
"Advanced iFrame custom folder","11","0.35"
"Payment Plugins for PayPal WooCommerce","11","0.35"
"Simple Social Icons","11","0.35"
"Salient Nectar Slider","11","0.35"
"Fonts Plugin | Google Fonts Typography","11","0.35"
"WPFront User Role Editor","11","0.35"
"Admin Columns Pro","11","0.35"
"Ultimate Addons for WPBakery Page Builder","11","0.35"
"Two Factor","11","0.35"
"WP All Export Pro","11","0.35"
"WP Offload Media Lite","11","0.35"
"Omnisend Email Marketing","11","0.35"
"Theme Editor","11","0.35"
"Official StatCounter Plugin","11","0.35"
"AIOSEO - News Sitemap","11","0.35"
"WP Content Copy Protection & No Right Click (premium)","11","0.35"
"Formidable Forms Pro","11","0.35"
"Zeno Font Resizer","11","0.35"
"WP Accessibility Helper","11","0.35"
"Web Accessibility - WCAG Scanning, Guided Fixes, Usability Widget","11","0.35"
"Smart Custom 404 Error Page","11","0.35"
"404 to 301 - Redirect, Log and Notify 404 Errors","11","0.35"
"Brizy","11","0.35"
"Slim SEO","11","0.35"
"JetTricks","11","0.35"
"JNews - Video","11","0.35"
"Embed Plus YouTube WordPress Plugin","11","0.35"
"Beaver Themer","11","0.35"
"Chatway Live Chat","11","0.35"
"Wordfence Login Security","11","0.35"
"Robin image optimizer","11","0.35"
"WPtouch Mobile Plugin","11","0.35"
"WP Meteor","11","0.35"
"WPCode Pro","11","0.35"
"Visual Link Preview","11","0.35"
"Marketplace","11","0.35"
"Tumblr Importer","11","0.35"
"WP CLI Login Command Server","10","0.32"
"Honeypot for Contact Form 7","10","0.32"
"Theia Sticky Sidebar","10","0.32"
"iThemes Security","10","0.32"
"Advanced Post Block","10","0.32"
"Penci Soledad AMP","10","0.32"
"Sidebar Manager","10","0.32"
"Open Graph","10","0.32"
"Responsive Menu","10","0.32"
"Gutentor - Gutenberg Blocks - Page Builder for Gutenberg Editor","10","0.32"
"Button visually impaired","10","0.32"
"PJ News Ticker","10","0.32"
"Intuitive Custom Post Order","10","0.32"
"WP AutoTerms","10","0.32"
"Spice Social Share","10","0.32"
"Jetpack VideoPress","10","0.32"
"WP Event Manager","10","0.32"
"Unique Headers","10","0.32"
"Make Column Clickable Elementor","10","0.32"
"WP Menu Icons","10","0.32"
"JetEngine - Trim string callback","10","0.32"
"Hide My WP Ghost Lite","10","0.32"
"WP2Social Auto Publish","10","0.32"
"Salient Portfolio","10","0.32"
"Simple Google AdSense","10","0.32"
"Clear Cache For Me","10","0.32"
"Simple CAPTCHA Alternative with Cloudflare Turnstile","10","0.32"
"Easy Font Resize","10","0.32"
"Social Auto Poster","10","0.32"
"Buttonizer - Smart Floating Action Button","10","0.32"
"HT Mega – Absolute Addons for Elementor.","10","0.32"
"Salient Shortcodes","10","0.32"
"Pdf Embed","10","0.32"
"Elespare - Ultimate Blog Addons for Elementor","10","0.32"
"Customizer Export/Import","10","0.32"
"Weather Atlas Widget","10","0.32"
"FooBox Image Lightbox","10","0.32"
"WP-UserOnline","10","0.32"
"AI Power: Complete AI Pack - Powered by GPT-4","10","0.32"
"Revive Old Posts","10","0.32"
"Demo Import Kit","10","0.32"
"The Icon Block","10","0.32"
"SearchWP","10","0.32"
"Buy Me a Coffee - Button and Widget","10","0.32"
"Media Library Assistant","10","0.32"
"JNews - Instagram Feed","10","0.32"
"Super Page Cache","10","0.32"
"SureMail","10","0.32"
"WP User Frontend","10","0.32"
"Penci AI SmartContent Creator","10","0.32"
"Supreme Modules Lite - Divi Theme, Extra Theme and Divi Builder","10","0.32"
"Advanced Excerpt","10","0.32"
"Hide Admin Bar Based on User Roles","10","0.32"
"AudioIgniter","10","0.32"
"WPML Media Translation","10","0.32"
"Ajax Load More","10","0.32"
"Skyboot Custom Icons for Elementor - Elementor Icons library","10","0.32"
"CAPTCHA 4WP","10","0.32"
"JNews - Extended Category Option","10","0.32"
"Missed Scheduled Posts Publisher by WPBeginner","10","0.32"
"Async JavaScript","10","0.32"
"Defender","10","0.32"
"PDF & Print by BestWebSoft","10","0.32"
"Html5 Audio Player","10","0.32"
"tagDiv Shop","10","0.32"
"Better Messages","10","0.32"
"Auto Image Attributes From Filename With Bulk Updater","10","0.32"
"WP Cerber Security, Anti-spam & Malware Scan","10","0.32"
"Modern Events Calendar Lite","10","0.32"
"Themebeez Toolkit","10","0.32"
"Graphina - Elementor Charts and Graphs","10","0.32"
"Instant Articles for WP","10","0.32"
"AI Agent by SiteGround","10","0.32"
"Squirrly SEO (Newton)","10","0.32"
"Kliken: Ads + Pixel for Meta","10","0.32"
"Social Icons & Sharing Buttons by WPZOOM","9","0.29"
"Yandex Metrica","9","0.29"
"Redirect 404 to Homepage","9","0.29"
"YYDevelopment - Tag Manager - Header, Body And Footer","9","0.29"
"ProfileGrid","9","0.29"
"WooCommerce Shipping","9","0.29"
"Stock Market Ticker","9","0.29"
"Regenerate Thumbnails Advanced","9","0.29"
"Penci PenNews Demo Importer","9","0.29"
"Getwid","9","0.29"
"LocoAI – Auto Translate for Loco Translate","9","0.29"
"Widget Logic","9","0.29"
"JNews - Push Notification","9","0.29"
"Bloom","9","0.29"
"WP Add Mime Types","9","0.29"
"Gutenberg PDF Viewer Block","9","0.29"
"Better Font Awesome","9","0.29"
"YITH WooCommerce Quick View","9","0.29"
"Server IP & Memory Usage Display","9","0.29"
"Semrush SEO Writing Assistant","9","0.29"
"Salient Home Slider","9","0.29"
"WP Social Comments","9","0.29"
"Voice Search","9","0.29"
"Email Log","9","0.29"
"Like Button Rating ♥ LikeBtn","9","0.29"
"myCred","9","0.29"
"WP Duplicate Page","9","0.29"
"WP Bottom Menu","9","0.29"
"Forminator Pro","9","0.29"
"Login/Signup Popup","9","0.29"
"Customer Reviews for WooCommerce","9","0.29"
"Gutena Forms - Contact Forms Block","9","0.29"
"AI Engine (Pro)","9","0.29"
"Related Posts Thumbnails","9","0.29"
"Local Google Fonts","9","0.29"
"Essential Grid","9","0.29"
"WP-Parsidate","9","0.29"
"Starter Sites & Templates by Neve","9","0.29"
"Solid Security Pro","9","0.29"
"AIOSEO - Author SEO (E-E-A-T)","9","0.29"
"Tabs Responsive","9","0.29"
"Defender Pro","9","0.29"
"WPGetAPI","9","0.29"
"RD Station","9","0.29"
"Penci Framework","9","0.29"
"WP Social Ninja","9","0.29"
"Printful Integration for WooCommerce","9","0.29"
"JetThemeCore","9","0.29"
"Elespare - Elementor Newspaper, Magazine and Blog Addons","9","0.29"
"Squirrly SEO - Advanced Pack","9","0.29"
"Strong Testimonials","9","0.29"
"Disabled Source, Disabled Right Click and Content Protection","9","0.29"
"Booster Extension","9","0.29"
"QR Code Composer","9","0.29"
"WooCommerce Memberships","9","0.29"
"Dynamic.ooo - Dynamic Content for Elementor","9","0.29"
"Happy Elementor Addons Pro","9","0.29"
"TranslatePress - Business","9","0.29"
"LearnPress - WooCommerce Payment Methods Integration","9","0.29"
"Forget About Shortcode Buttons","9","0.29"
"WProofreader","9","0.29"
"Hello Plus","9","0.29"
"Mercado Pago","9","0.29"
"Dynamic Visibility for Elementor","9","0.29"
"Polylang Pro","9","0.29"
"TutorMate","9","0.29"
"Password Protect WordPress Lite","9","0.29"
"AccelerateWP","9","0.29"
"Hotjar","9","0.29"
"Booking Calendar","9","0.29"
"WP STAGING PRO - Backup Duplicator & Migration","9","0.29"
"AutoConvert Greeklish Permalinks","9","0.29"
"Penci Social Feed","9","0.29"
"Spice Post Slider","9","0.29"
"Kit (formerly ConvertKit)","9","0.29"
"T4B News Ticker","9","0.29"
"GeoDirectory","9","0.29"
"Contact Form 7 Captcha","9","0.29"
"Movable Type and TypePad Importer","9","0.29"
"Automatic YouTube Gallery","9","0.29"
"WP Recipe Maker","9","0.29"
"Clever Fox","9","0.29"
"Popups for Divi","9","0.29"
"Newsletter - WP Users Addon","9","0.29"
"WP User Avatars","9","0.29"
"NextScripts: Social Networks Auto-Poster","9","0.29"
"Ultimate Addons for Elementor","9","0.29"
"Text to Speech (TTS) by Mementor","9","0.29"
"JWT Authentication for WP-API","9","0.29"
"Cart Abandonment Recovery for WooCommerce","9","0.29"
"ShopEngine","9","0.29"
"WP Multibyte Patch","9","0.29"
"3D Viewer","9","0.29"
"Total Upkeep","9","0.29"
"SimpleTOC - Table of Contents Block","9","0.29"
"YITH WooCommerce Compare","9","0.29"
"Post Slider and Carousel with Widget","9","0.29"
"Guest Author","9","0.29"
"Ocean Social Sharing","9","0.29"
"Compliance by Hu-manity.co","9","0.29"
"Penci Bookmark & Follow","9","0.29"
"PDF Poster","9","0.29"
"Penci Slider","9","0.29"
"Simple Blog Stats","8","0.26"
"Rank Math SEO with AI SEO Tools","8","0.26"
"WPZOOM Instagram Widget & Block","8","0.26"
"Chaty Pro","8","0.26"
"WP Sheet Editor - Post Types","8","0.26"
"WooCommerce Subscriptions","8","0.26"
"Duplicate Page and Post","8","0.26"
"Auto Upload Images","8","0.26"
"AI Assistant with ChatGPT by AYS","8","0.26"
"Import / Export Customizer Settings","8","0.26"
"Wpberita Core","8","0.26"
"Voicer","8","0.26"
"LWS Cleaner","8","0.26"
"Ninja Tables Pro","8","0.26"
"LIQUID SPEECH BALLOON","8","0.26"
"Manage Notification E-mails","8","0.26"
"Ajax Search Pro","8","0.26"
"Master Addons for Elementor","8","0.26"
"Newsletter - Automated Newsletters","8","0.26"
"Flexible SSL for CloudFlare","8","0.26"
"Import Export WordPress Users and WooCommerce Customers","8","0.26"
"Remove Dashboard Access","8","0.26"
"Elespare","8","0.26"
"Easy Social Feed","8","0.26"
"Ultra Addons for Contact Form 7","8","0.26"
"FacetWP","8","0.26"
"Filter Everything&nbsp;— WooCommerce Product & WordPress Filter","8","0.26"
"Side Cart WooCommerce","8","0.26"
"Magazine Blocks","8","0.26"
"AI Engine: Chatbots, Generators, Assistants, GPT 4 and more!","8","0.26"
"MVP Themes Social Buttons","8","0.26"
"HootKit","8","0.26"
"Shareaholic - Grow and Engage Your Audience","8","0.26"
"Login & Register Customizer – Popup | Slider | Inline | WooCommerce","8","0.26"
"Shared Counts","8","0.26"
"Autopost for X (formerly Autoshare for Twitter)","8","0.26"
"Joli Table Of Contents","8","0.26"
"WP phpMyAdmin","8","0.26"
"CrawlWP SEO - Instant Indexing & SEO Insights","8","0.26"
"Contact Form Entries","8","0.26"
"YYDevelopment - Accessibility","8","0.26"
"PostX - Gutenberg Post Grid Blocks","8","0.26"
"Penci Smart Crop Thumbnail","8","0.26"
"WP Call Button","8","0.26"
"Trustpilot-reviews","8","0.26"
"Demo Importer Plus","8","0.26"
"GamiPress","8","0.26"
"JetBackup","8","0.26"
"EqualWeb","8","0.26"
"Blockspare","8","0.26"
"Penci RSS Aggregator","8","0.26"
"Hummingbird Pro","8","0.26"
"Wpdevart Social comments","8","0.26"
"Timeline Widget For Elementor","8","0.26"
"WP Extended Search","8","0.26"
"Login No Captcha reCAPTCHA (Google)","8","0.26"
"OTGS Installer","8","0.26"
"Advanced Access Manager","8","0.26"
"JetEngine - dynamic tables builder","8","0.26"
"Visitor Traffic Real Time Statistics pro","8","0.26"
"Schema","8","0.26"
"Login With Ajax","8","0.26"
"Genesis Blocks","8","0.26"
"Re-Add Text Justify Button","8","0.26"
"Prisna GWT - Google Website Translator","8","0.26"
"NotificationX","8","0.26"
"Easy Google AdSense","8","0.26"
"Plugin Organizer","8","0.26"
"LoftLoader","8","0.26"
"Zox Auto Load Posts","8","0.26"
"Simple 301 Redirects","8","0.26"
"Integrate Google Drive","8","0.26"
"WP Post Views","8","0.26"
"LearnPress - Stripe Payment","8","0.26"
"Penci PenNews Slider","8","0.26"
"Koko Analytics","8","0.26"
"Code Block Pro","8","0.26"
"Dark Mode Toggle","8","0.26"
"AyeCode Connect","8","0.26"
"Checkout Plugins - Stripe for WooCommerce","8","0.26"
"WordPress Backup & Security Plugin - BlogVault","8","0.26"
"3D Viewer – 3D Model Viewer – Augmented Reality – Virtual Try On","8","0.26"
"SendWP","8","0.26"
"Delete Duplicate Posts","8","0.26"
"Salient Demo Importer","8","0.26"
"LearnPress - Announcements","8","0.26"
"Ibtana - WordPress Website Builder","8","0.26"
"Index WP MySQL For Speed","8","0.26"
"WooCommerce Direct Checkout","8","0.26"
"Beautiful and responsive cookie consent","8","0.26"
"WP Engine Smart Plugin Manager","8","0.26"
"XT Visitor Counter","8","0.26"
"Seraphinite Accelerator (Extended, limited)","8","0.26"
"Cool Timeline","8","0.26"
"Custom Taxonomy Order","8","0.26"
"WP Magazine Modules Lite","8","0.26"
"SEOPress PRO","8","0.26"
"WP Data Access","8","0.26"
"PWA for WP - Progressive Web Apps Made Simple","8","0.26"
"Plugin Notes Plus","8","0.26"
"WP Fastest Cache Premium","8","0.26"
"WP Offload Media","8","0.26"
"Classic Editor +","8","0.26"
"Titan Anti-spam & Security","8","0.26"
"Post Slider and Carousel","8","0.26"
"Gravity Forms Mailchimp Add-On","8","0.26"
"All In One Login","8","0.26"
"myStickyElements","8","0.26"
"WPForms Geolocation","8","0.26"
"Meks Smart Author Widget","8","0.26"
"Extendify","8","0.26"
"HTTP Headers","8","0.26"
"Better Find and Replace","8","0.26"
"Code Embed","8","0.26"
"MapGeo - Interactive Geo Maps","8","0.26"
